Скважина,Дата,Пласт,ГИС,Тип,Перфоратор,N отв,Hнач(md),Hкон(md),Hнач(abs),Hкон(abs),"Hнач(abs,тр)","Hкон(abs,тр)",Плотность,Открыт
4538G,18.04.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,2281,3383.3,3464.8,1833.7,1832.4,1833.7,1832.2,28,Да
4551G2,07.08.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,0,3387.6,3834.7,1845.2,1842.2,1845.2,1842.3,0,Да
4003G,14.11.2014,НП4,НП4,ПЕРВИЧ.ПЕРФ.,Фильтр ФСЭЛО,7064,3389.0,3499.0,1855.7,1855.6,1855.5,1855.4,64,Да
4503G,03.10.2021,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,15698,3398.0,3958.7,1827.7,1822.0,1827.6,1822.0,28,Да
4136DG,15.05.2021,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,10191,3398.0,3762.0,1831.2,1837.3,1831.2,1837.3,28,Да
3406G,02.09.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,3681,3398.1,3529.6,1809.6,1808.5,1809.6,1808.4,28,Да
4530G,01.04.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,9236,3400.1,3729.9,1833.9,1834.4,1833.9,1834.4,28,Да
4075G,28.02.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,8523,3401.1,3705.5,1851.5,1850.9,1851.5,1850.9,28,Да
4117G,15.08.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,11129,3401.8,3799.3,1836.9,1846.8,1836.9,1846.8,28,Да
4554G,30.12.2019,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,0,3404.1,3464.5,1841.1,1842.1,1841.1,1842.1,0,Да
4024G,02.06.2019,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,3385,3404.9,3525.8,1852.1,1848.0,1852.0,1847.9,28,Да
4106G,09.12.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,4088,3405.8,3551.3,1851.7,1856.8,1851.7,1856.8,28,Да
4045G,22.06.2015,НП4,НП4,ПЕРВИЧ.ПЕРФ.,Фильтр ФСЭЛО,7061,3412.7,3523.0,1853.1,1853.7,1853.1,1853.7,64,Да
4541G,27.01.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,5082,3413.0,3594.5,1836.1,1837.6,1836.1,1837.6,28,Да
4539G,10.02.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,0,3416.8,3437.1,1830.5,1830.5,1830.5,1830.3,0,Да
4143G2,08.12.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,"ФС-114*7.4 ""Д""",7160,3424.5,3680.2,1846.9,1840.1,1846.8,1840.0,28,Да
4047G,12.10.2015,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,566,3427.6,3447.8,1840.0,1840.0,1840.0,1839.9,28,Да
9186G,14.09.2015,Ю2-6,,ПЕРВИЧ.ПЕРФ.,"Муфта ГРП 114/2,25",0,3428.9,3429.5,,,2024.5,2024.5,0,Да
4056G,28.03.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,4872,3429.3,3603.1,1848.0,1849.8,1848.0,1849.8,28,Да
4057G,25.05.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,287,3429.9,3440.1,1844.2,1844.2,1844.2,1844.0,28,Да
4546G,12.11.2019,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,1128,3429.9,3470.2,1836.2,1835.6,1836.2,1835.5,28,Да
4536G,21.01.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,5860,3431.5,3633.6,1831.0,1830.6,1830.8,1830.4,29,Да
4085G,16.04.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,3724,3432.3,3565.1,1851.1,1851.1,1851.0,1851.0,28,Да
4095G,31.08.2015,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,4866,3433.3,3607.1,1852.1,1853.0,1852.1,1853.0,28,Да
4555G,04.03.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,1986,3435.0,3505.9,1847.8,1848.2,1847.8,1848.2,28,Да
4037G,25.08.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,4872,3437.5,3611.3,1833.9,1833.8,1833.9,1833.7,28,Да
4143G,29.11.2017,,НП4,ПЕРВИЧ.ПЕРФ.,"ФС-114*7.4 ""Д""",0,3444.6,3624.7,1838.2,1835.1,1838.2,1835.1,0,Да
4026G,22.07.2018,НП4,НП4,ПЕРВИЧ.ПЕРФ.,Фильтр,17229,3445.6,4060.9,1824.1,1826.0,1823.9,1826.0,28,Да
3405G,30.07.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,5387,3446.6,3639.0,1793.8,1796.7,1793.8,1796.7,28,Да
4086G,08.03.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,"ФС-114*7.4 ""Д""",1708,3447.1,3508.4,1847.2,1847.0,1847.1,1847.0,28,Да
4539G,10.02.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,0,3449.1,3560.4,1830.5,1831.0,1830.4,1830.9,0,Да
4068G,07.12.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,6874,3451.2,3696.7,1835.6,1834.6,1835.4,1834.4,28,Да
4135G,01.11.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,0,3451.3,3491.7,1836.0,1836.0,1835.9,1835.9,0,Да
4077G,18.01.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,8820,3454.7,3769.7,1844.1,1843.5,1844.0,1843.5,28,Да
4528G,05.05.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,11072,3460.3,3855.7,1831.6,1830.8,1831.5,1830.8,28,Да
4557G2,04.03.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,8185,3462.6,3744.9,1829.1,1831.1,1829.1,1831.1,29,Да
4087G,05.02.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,"ФС-114*7.4 ""Д""",2156,3462.8,3539.7,1838.6,1838.7,1838.5,1838.7,28,Да
4543G,14.12.2019,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,0,3469.3,3529.7,1836.1,1841.3,1836.1,1841.7,0,Да
4097G,22.10.2015,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,9743,3472.9,3820.9,1837.3,1836.3,1837.3,1836.3,28,Да
4058G,21.08.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,2258,3481.9,3562.6,1842.6,1841.4,1842.7,1841.3,28,Да
4538G,18.04.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,4570,3488.8,3652.0,1831.3,1831.4,1831.3,1831.3,28,Да
4559G2,30.12.2018,НП4,НП4,ПЕРВИЧ.ПЕРФ.,"ФС-114*7.4 ""Д""",7060,3493.9,3746.1,1836.5,1832.7,1836.3,1831.7,28,Да
4036G,14.06.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,2005,3498.1,3569.6,1847.2,1847.2,1847.2,1847.2,28,Да
4546G,12.11.2019,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,5363,3498.1,3689.7,1835.5,1844.2,1835.3,1844.2,28,Да
4554G,30.12.2019,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,0,3498.6,3700.0,1842.4,1842.3,1842.4,1842.2,0,Да
3408G,02.02.2018,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,1975,3505.1,3575.7,1791.5,1787.6,1791.4,1787.5,28,Да
4108G,31.03.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,0,3505.6,3607.9,1830.5,1831.1,1830.4,1831.1,0,Да
4055G2,25.01.2016,НП4,,ПЕРВИЧ.ПЕРФ.,"ФС-114*7.4 ""Д""",1400,3507.9,3557.8,1855.7,1856.1,1858.2,1858.3,28,Да
4047G,12.10.2015,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,3980,3508.0,3650.1,1839.8,1839.3,1839.7,1839.4,28,Да
4574G2,04.07.2018,НП4,НП4,ПЕРВИЧ.ПЕРФ.,"ФС-114*7.4 ""Д""",1014,3516.3,3548.0,1838.7,1838.4,1838.6,1838.4,32,Да
4067G,22.12.2015,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,4116,3516.8,3663.9,1846.2,1846.0,1846.1,1845.8,28,Да
4555G,04.03.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,3446,3517.9,3641.0,1848.2,1848.3,1848.2,1848.0,28,Да
4571G3,11.07.2021,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,8734,3518.6,3830.5,1822.7,1821.1,1822.6,1821.1,28,Да
4573G,28.10.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,1137,3518.8,3559.4,1886.0,1885.7,1885.8,1885.6,28,Да
4059G,04.10.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,Фильтр,17167,3519.9,3996.8,1832.9,1834.4,1832.9,1834.2,36,Да
4078G,06.05.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,2845,3523.1,3624.8,1831.7,1831.0,1831.7,1831.0,28,Да
3214G,27.05.2021,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,5934,3526.1,3738.1,1767.5,1771.2,1767.5,1771.2,28,Да
4560G,29.07.2018,НП4,НП4,ПЕРВИЧ.ПЕРФ.,"ФС-114*7.4 ""Д""",8902,3529.5,3807.7,1845.6,1837.8,1845.6,1837.7,32,Да
4003G,14.11.2014,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,3250,3532.0,3623.0,1855.4,1855.4,1855.4,1855.3,36,Да
4115G,25.04.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,5724,3535.3,3739.8,1854.7,1853.0,1854.5,1853.0,28,Да
4540G,15.02.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,0,3536.5,3849.0,1834.5,1835.2,1834.5,1835.2,0,Да
4578G3,13.08.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,0,3539.8,3934.7,1880.2,1879.1,1880.2,1879.0,0,Да
3406G,02.09.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,564,3541.5,3561.6,1808.2,1807.9,1808.1,1807.7,28,Да
4547G,19.12.2019,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,1462,3543.0,3593.4,1834.8,1834.3,1834.7,1834.2,29,Да
4086G,08.03.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,"ФС-114*7.4 ""Д""",1142,3543.1,3583.8,1846.7,1846.2,1846.5,1846.1,28,Да
4116G,05.04.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,7044,3546.2,3797.8,1846.6,1859.9,1846.6,1859.9,28,Да
4087G,05.02.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,6182,3550.0,3770.8,1838.8,1838.2,1838.8,1838.1,28,Да
4045G,22.06.2015,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,4333,3555.4,3675.7,1853.9,1854.6,1853.9,1854.6,36,Да
4558G,05.01.2019,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,0,3558.6,3770.7,1831.3,1835.1,1831.2,1835.1,0,Да
4574G2,04.07.2018,НП4,НП4,ПЕРВИЧ.ПЕРФ.,"ФС-114*7.4 ""Д""",367,3561.9,3573.4,1838.5,1838.7,1838.5,1838.6,32,Да
4534G,09.05.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,12802,3564.8,4022.0,1847.0,1834.4,1847.0,1833.7,28,Да
4055G2,25.01.2016,НП4,,ПЕРВИЧ.ПЕРФ.,ФБ 114,1680,3569.0,3628.8,1856.2,1856.7,1858.5,1858.5,28,Да
4533G,29.05.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,14457,3573.7,4090.0,1829.9,1841.4,1829.9,1841.5,28,Да
9186G,14.09.2015,Ю2-6,,ПЕРВИЧ.ПЕРФ.,"Муфта ГРП 114/2,25",0,3574.2,3575.2,,,2025.0,2025.0,0,Да
4539G,10.02.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,0,3578.3,3689.5,1831.0,1832.5,1831.0,1832.5,0,Да
4550G2,28.04.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,13059,3581.2,4047.6,1844.9,1843.3,1844.9,1842.0,28,Да
4573G,28.10.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,1141,3581.3,3622.0,1885.8,1887.2,1885.8,1887.3,28,Да
4057G,25.05.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,584,3581.6,3602.5,1846.7,1846.5,1846.7,1846.4,28,Да
4024G,02.06.2019,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,3668,3582.3,3713.3,1847.2,1848.1,1847.0,1848.1,28,Да
3406G,02.09.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,4814,3585.5,3757.4,1807.2,1803.7,1807.2,1803.6,28,Да
4106G,09.03.2017,НП4,НП4,ДОСТРЕЛ,ФСТПО-114-8000,5096,3586.0,3768.0,1857.6,1855.3,1857.6,1855.3,28,Да
4574G2,04.07.2018,НП4,НП4,ПЕРВИЧ.ПЕРФ.,"ФС-114*7.4 ""Д""",719,3587.7,3610.2,1838.9,1839.5,1838.9,1839.4,32,Да
4058G,21.08.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,5404,3589.0,3782.3,1841.4,1841.3,1841.4,1841.2,28,Да
4076G,19.11.2015,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,2192,3593.9,3672.1,1852.6,1852.3,1852.6,1852.3,28,Да
4054G,24.08.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,Фильтр,7361,3594.9,3857.8,1852.8,1852.8,1852.8,1852.8,28,Да
4086G,08.03.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,"ФС-114*7.4 ""Д""",1988,3595.4,3666.8,1846.2,1844.7,1846.0,1844.6,28,Да
4036G,14.06.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,1147,3595.7,3636.6,1847.5,1847.8,1847.5,1847.8,28,Да
4107G,02.02.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,14842,3599.7,4129.8,1847.4,1844.6,1847.3,1844.6,28,Да
4085G,16.04.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,4872,3601.7,3775.6,1851.1,1851.2,1851.1,1851.1,28,Да
4066G,14.05.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,7448,3602.5,3868.2,1845.8,1847.1,1845.8,1847.1,28,Да
4098G,07.03.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,5128,3607.6,3790.8,1833.1,1834.0,1833.0,1834.2,28,Да
4547G,19.12.2019,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,292,3616.9,3627.0,1834.3,1834.3,1834.1,1834.1,29,Да
3410G,04.04.2019,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,0,3619.6,4103.6,1780.2,1771.5,1780.2,1771.5,0,Да
4531G,05.03.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,5673,3619.9,3822.5,1834.2,1833.3,1834.1,1833.1,28,Да
4057G,25.05.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,479,3624.9,3642.0,1846.6,1847.2,1846.6,1847.2,28,Да
4541G,27.01.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,1415,3630.6,3681.2,1838.3,1839.1,1838.3,1839.1,28,Да
4095G,31.08.2015,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,4005,3631.8,3774.8,1853.7,1852.8,1853.7,1852.2,28,Да
4037G,25.08.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,4860,3637.1,3810.6,1833.5,1832.6,1833.5,1832.6,28,Да
4507G,23.09.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,4300,3640.1,3793.7,1818.6,1817.9,1818.6,1817.9,28,Да
3407G,10.10.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,4738,3646.9,3778.6,1790.8,1797.9,1790.7,1797.9,36,Да
3405G,30.07.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,2839,3650.6,3752.0,1796.9,1797.6,1796.9,1797.6,28,Да
4056G,28.03.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,6860,3652.0,3897.5,1850.1,1851.1,1850.1,1851.1,28,Да
4003G,14.11.2014,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,5775,3656.0,3818.0,1855.4,1855.4,1855.4,1855.4,36,Да
4562DG,29.08.2021,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,3137,3660.1,3772.1,1823.6,1822.9,1823.4,1822.9,28,Да
4047G,12.10.2015,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,2807,3661.8,3762.0,1839.3,1839.3,1839.3,1839.3,28,Да
4105G,12.05.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,6248,3670.2,3893.3,1853.0,1853.3,1853.0,1853.2,28,Да
4067G,22.12.2015,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,3892,3689.8,3828.2,1846.0,1845.8,1845.8,1845.8,28,Да
4547G,19.12.2019,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,4426,3692.0,3844.7,1834.7,1847.7,1833.9,1847.7,29,Да
4086G,08.03.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,4884,3692.4,3866.8,1844.7,1844.7,1844.6,1844.7,28,Да
4557G,26.02.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,0,3694.3,3714.7,1831.1,1831.1,1831.1,1831.1,0,Да
4536G,21.01.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,3510,3696.0,3817.0,1830.1,1828.3,1830.0,1828.2,29,Да
4036G,14.06.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,4008,3696.0,3839.1,1848.0,1847.9,1848.0,1847.9,28,Да
4539G,10.02.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,0,3701.5,3796.0,1832.7,1834.8,1832.7,1834.8,0,Да
4076G,19.11.2015,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,2800,3705.9,3805.4,1852.6,1851.9,1852.6,1851.8,28,Да
4143G2,08.12.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,"ФС-114*7.4 ""Д""",585,3706.7,3727.6,1839.6,1839.4,1839.5,1839.3,28,Да
4045G,22.06.2015,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,4333,3710.2,3830.6,1854.7,1855.3,1854.7,1855.3,36,Да
4055G2,25.01.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,6048,3720.6,3937.1,1857.5,1858.8,1858.0,1858.7,28,Да
4068G,07.12.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,6712,3721.6,3961.4,1834.1,1834.2,1834.1,1834.1,28,Да
4075G,28.02.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,4831,3731.2,3903.8,1850.1,1845.8,1850.1,1845.0,28,Да
4557G,26.02.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,0,3738.8,3939.7,1831.4,1834.6,1831.4,1834.6,0,Да
3214G,27.05.2021,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,7173,3750.1,4006.2,1771.4,1773.6,1771.4,1773.5,28,Да
4096G,20.09.2015,НП4,,ПЕРВИЧ.ПЕРФ.,ФБ 114,518,3751.3,3769.8,1855.7,1855.7,1853.3,1852.9,28,Да
4024G,02.06.2019,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,7597,3752.3,4023.6,1848.2,1848.3,1848.2,1848.1,28,Да
4143G2,08.12.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,"ФС-114*7.4 ""Д""",3493,3754.0,3878.7,1839.2,1838.5,1839.1,1838.3,28,Да
4530G,01.04.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,1158,3758.9,3800.2,1834.5,1834.5,1834.5,1834.5,28,Да
3405G,30.07.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,568,3763.5,3783.8,1797.6,1798.0,1797.6,1798.1,28,Да
4572G2,12.10.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,592,3764.0,3785.2,1881.3,1880.9,1881.2,1880.5,28,Да
4136G,24.06.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,4853,3768.4,3941.8,1831.1,1829.4,1830.9,1829.2,28,Да
4557G2,04.03.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,5661,3774.8,3970.0,1831.4,1833.1,1831.4,1833.1,29,Да
4065G,12.06.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,5124,3776.2,3959.8,1848.3,1846.6,1848.3,1846.2,28,Да
4136DG,15.05.2021,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,564,3785.8,3805.9,1837.3,1837.3,1837.3,1837.3,28,Да
4047G,12.10.2015,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,5115,3788.3,3970.9,1839.3,1838.7,1839.2,1838.5,28,Да
3406G,02.09.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,5378,3792.7,3984.8,1803.1,1797.7,1803.0,1797.3,28,Да
4562DG,29.08.2021,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,5981,3796.1,4009.7,1823.1,1823.5,1823.1,1823.0,28,Да
3407G,10.10.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,1093,3802.4,3832.8,1799.6,1801.9,1799.6,1801.8,36,Да
4087G,05.02.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,11228,3805.1,4206.5,1838.2,1838.7,1838.2,1838.5,28,Да
4539G,10.02.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,0,3808.0,3839.5,1835.0,1835.2,1835.0,1835.2,0,Да
4085G,16.04.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,5460,3810.9,4005.4,1851.2,1851.2,1851.0,1851.2,28,Да
4530G,01.04.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,8057,3812.2,4100.0,1834.5,1833.2,1834.4,1833.2,28,Да
4106G,09.12.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,5684,3817.5,4020.8,1853.8,1847.8,1853.8,1846.8,28,Да
4076G,19.11.2015,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,1148,3827.9,3868.3,1851.9,1851.9,1851.8,1851.8,28,Да
4136DG,15.05.2021,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,17814,3829.4,4465.7,1837.3,1832.7,1837.3,1832.6,28,Да
4097G,22.10.2015,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,2172,3832.2,3909.8,1836.3,1836.1,1836.2,1835.9,28,Да
4037G,25.08.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,4872,3835.8,4009.6,1832.6,1832.2,1832.5,1832.2,28,Да
4003G,14.11.2014,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,3247,3850.0,3940.0,1855.4,1855.4,1855.4,1855.3,36,Да
4067G,22.12.2015,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,1988,3853.1,3924.7,1845.8,1845.8,1845.8,1845.8,28,Да
4045G,22.06.2015,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,4333,3865.4,3985.8,1855.4,1856.3,1855.4,1856.3,36,Да
4571G3,11.07.2021,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,2272,3866.0,3947.2,1820.4,1819.7,1820.4,1820.0,28,Да
4025G,13.09.2018,НП4,НП4,ПЕРВИЧ.ПЕРФ.,Фильтр,0,3866.4,4100.3,1843.9,1843.9,1843.9,1843.9,0,Да
4531G,05.03.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,9153,3870.5,4197.4,1833.0,1834.6,1832.9,1834.6,28,Да
4528G,05.05.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,6645,3872.7,4110.0,1830.5,1832.8,1830.6,1832.8,28,Да
4536G,21.01.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,6453,3874.6,4097.2,1827.4,1831.9,1827.4,1831.9,29,Да
4519G,18.05.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,11377,3877.4,4283.7,1822.0,1826.9,1821.8,1826.9,28,Да
4076G,19.11.2015,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,280,3879.7,3889.7,1851.9,1851.9,1851.8,1851.8,28,Да
4578G,04.08.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,0,3884.1,4035.7,1879.2,1884.5,1879.2,1884.6,0,Да
4086G,08.03.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,4340,3892.2,4047.8,1844.8,1844.8,1844.8,1844.7,28,Да
4572G,08.10.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,0,3895.6,4017.2,1875.9,1879.2,1875.9,1879.2,0,Да
4099G,13.11.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,4261,3918.4,4070.6,1830.3,1829.3,1830.3,1829.4,28,Да
4036G,14.06.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,1143,3924.0,3964.9,1848.4,1848.6,1848.4,1848.6,28,Да
